
code	|	taxid	|	taxname	|	lineage
1	|	2733213	|	Seussvirus	|	2733213 2731619 2731618 2731360 2731341 10239 
1	|	1915205	|	Obolenskvirus	|	1915205 2731619 2731618 2731360 2731341 10239 
1	|	1982106	|	Demosthenesvirus	|	1982106 2731619 2731618 2731360 2731341 10239 
1	|	3116496	|	Halospeciosus	|	3116496 2236 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2692382	|	Gudongella	|	2692382 1737406 1737405 1737404 1239 1783272 2 131567 
1	|	63132	|	Geitlerinema	|	63132 3079752 3079751 3028117 1117 1798711 1783272 2 131567 
1	|	223785	|	Hydrogenimonas	|	223785 292630 213849 3031852 29547 2 131567 
1	|	2946813	|	Avocadovirus	|	2946813 2946631 2731619 2731618 2731360 2731341 10239 
1	|	194	|	Campylobacter	|	194 72294 213849 3031852 29547 2 131567 
1	|	1006480	|	Caldinitratiruptor	|	1006480 543349 186802 186801 1239 1783272 2 131567 
1	|	1142	|	Synechocystis	|	1142 1890428 1890424 3028117 1117 1798711 1783272 2 131567 
1	|	1509243	|	Candidatus Nucleicultrix	|	1509243 2100208 1921002 28211 1224 2 131567 
1	|	2942894	|	Microwolfvirus	|	2942894 2731619 2731618 2731360 2731341 10239 
1	|	1766253	|	Agathobacter	|	1766253 186803 3085636 186801 1239 1783272 2 131567 
1	|	2843459	|	Sparkyvirus	|	2843459 2731619 2731618 2731360 2731341 10239 
1	|	42255	|	Rubrobacter	|	42255 84997 84996 84995 201174 1783272 2 131567 
1	|	2651583	|	Geomonas	|	2651583 213422 3031668 3031651 200940 2 131567 
1	|	1471399	|	Draconibacterium	|	1471399 1471398 1970189 200643 976 68336 1783270 2 131567 
1	|	2843414	|	Lastavirus	|	2843414 2731619 2731618 2731360 2731341 10239 
1	|	773	|	Bartonella	|	773 772 356 28211 1224 2 131567 
1	|	2560230	|	Sogarnavirus	|	2560230 324901 464095 2732506 2732408 2732396 2559587 10239 
1	|	3018276	|	Aliamphritea	|	3018276 135620 135619 1236 1224 2 131567 
1	|	54251	|	Pyrolobus	|	54251 2307 114380 183924 28889 1783275 2157 131567 
1	|	2789775	|	Actinomarinicola	|	2789775 633392 84993 84992 201174 1783272 2 131567 
1	|	940550	|	Gilvimarinus	|	940550 1706371 1706369 1236 1224 2 131567 
1	|	1682492	|	Candidatus Tachikawaea	|	1682492 84563 191675 543 91347 1236 1224 2 131567 
1	|	67753	|	Crinivirus	|	67753 69973 2732544 2732461 2732406 2732396 2559587 10239 
1	|	157	|	Treponema	|	157 2845253 136 203692 203691 2 131567 
1	|	1955413	|	Abyssicoccus	|	1955413 3076164 1385 91061 1239 1783272 2 131567 
1	|	2995702	|	Actinacidiphila	|	2995702 2062 85011 1760 201174 1783272 2 131567 
1	|	236752	|	Fastidiosipila	|	236752 216572 186802 186801 1239 1783272 2 131567 
1	|	2560109	|	Busanvirus	|	2560109 2731619 2731618 2731360 2731341 10239 
1	|	288793	|	Salinimonas	|	288793 2903219 72275 135622 1236 1224 2 131567 
1	|	292833	|	Candidatus Rhabdochlamydia	|	292833 689704 1963360 204429 204428 1783257 2 131567 
1	|	252306	|	Robiginitalea	|	252306 49546 200644 117743 976 68336 1783270 2 131567 
1	|	582472	|	Wohlfahrtiimonas	|	582472 3018589 135615 1236 1224 2 131567 
1	|	2948777	|	Kagamiyamavirus	|	2948777 1198136 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2162630	|	Salinirubellus	|	2162630 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2560161	|	Kojivirus	|	2560161 2731619 2731618 2731360 2731341 10239 
1	|	39845	|	Actinokineospora	|	39845 2070 85010 1760 201174 1783272 2 131567 
1	|	3088764	|	Marnyiella	|	3088764 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	186191	|	Marinithermus	|	186191 188786 68933 188787 1297 1783272 2 131567 
1	|	1231242	|	Ferrovibrio	|	1231242 41295 204441 28211 1224 2 131567 
1	|	2733195	|	Metamorphoovirus	|	2733195 2731619 2731618 2731360 2731341 10239 
1	|	203804	|	Candidatus Blochmanniella	|	203804 84564 84563 191675 543 91347 1236 1224 2 131567 
1	|	22	|	Shewanella	|	22 267890 135622 1236 1224 2 131567 
1	|	1519186	|	Nguyenibacter	|	1519186 433 204441 28211 1224 2 131567 
1	|	2733160	|	Lenusvirus	|	2733160 2732614 2731619 2731618 2731360 2731341 10239 
1	|	125216	|	Roseomonas	|	125216 433 204441 28211 1224 2 131567 
1	|	1060	|	Rhodobacter	|	1060 31989 204455 28211 1224 2 131567 
1	|	1983734	|	Fishburnevirus	|	1983734 1982878 2731619 2731618 2731360 2731341 10239 
1	|	2967089	|	Abyssalbus	|	2967089 49546 200644 117743 976 68336 1783270 2 131567 
1	|	3118928	|	Xylocopilactobacillus	|	3118928 33958 186826 91061 1239 1783272 2 131567 
1	|	1980921	|	Mieseafarmvirus	|	1980921 2731619 2731618 2731360 2731341 10239 
1	|	2943007	|	Gediminasvirus	|	2943007 2943001 2731619 2731618 2731360 2731341 10239 
1	|	2948773	|	Julieunavirus	|	2948773 1982876 2731619 2731618 2731360 2731341 10239 
1	|	376170	|	Haloplanus	|	376170 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	120212	|	Subtercola	|	120212 85023 85006 1760 201174 1783272 2 131567 
1	|	390876	|	Nisaea	|	390876 2844864 204441 28211 1224 2 131567 
1	|	1983735	|	Phayoncevirus	|	1983735 1982878 2731619 2731618 2731360 2731341 10239 
1	|	393764	|	Candidatus Endoriftia	|	393764 3067276 135613 1236 1224 2 131567 
1	|	2731621	|	Taipeivirus	|	2731621 2169529 2731619 2731618 2731360 2731341 10239 
2	|	2732160	|	Promethearchaeum	|	3366645 3366644 3366643 3366642 3366641 1935183 2157 131567 
1	|	2842707	|	Goettingenvirus	|	2842707 2560070 2560065 2731619 2731618 2731360 2731341 10239 
1	|	2033601	|	Thermosulfuriphilus	|	2033601 188711 188710 67799 200940 2 131567 
1	|	2603323	|	Petrocella	|	2603323 2603322 3085636 186801 1239 1783272 2 131567 
1	|	1628153	|	Carboxylicivirga	|	1628153 558415 1970189 200643 976 68336 1783270 2 131567 
1	|	187218	|	Tequintavirus	|	187218 2732013 2731690 2731619 2731618 2731360 2731341 10239 
1	|	2948920	|	Synelinevirus	|	2948920 2501987 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	2842766	|	Ishigurovirus	|	2842766 2842517 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2948823	|	Mincapvirus	|	2948823 2946190 2942680 2731619 2731618 2731360 2731341 10239 
1	|	1822464	|	Paraburkholderia	|	1822464 119060 80840 28216 1224 2 131567 
1	|	1221880	|	Psychrobacillus	|	1221880 186817 1385 91061 1239 1783272 2 131567 
1	|	2005509	|	Centapoxvirus	|	2005509 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	2831665	|	Candidatus Mycosynbacter	|	2831665 2905966 95818 1783234 2323 2 131567 
1	|	2731963	|	Pairvirus	|	2731963 2731643 2731619 2731618 2731360 2731341 10239 
1	|	53634	|	Acidimicrobium	|	53634 84994 84993 84992 201174 1783272 2 131567 
1	|	2944195	|	Qiania	|	2944195 186803 3085636 186801 1239 1783272 2 131567 
1	|	88723	|	Natrinema	|	88723 1644061 2235 183963 2290931 28890 3366610 2157 131567 
1	|	3079925	|	Amygdalobacter	|	3079925 216572 186802 186801 1239 1783272 2 131567 
1	|	359337	|	Marinimicrobium	|	359337 1706371 1706369 1236 1224 2 131567 
1	|	392332	|	Geoalkalibacter	|	392332 3031665 69541 3031651 200940 2 131567 
1	|	1911573	|	Haloprofundus	|	1911573 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	196136	|	Methanosalsum	|	196136 2206 94695 224756 2290931 28890 3366610 2157 131567 
1	|	55968	|	Leucobacter	|	55968 85023 85006 1760 201174 1783272 2 131567 
1	|	123375	|	Solobacterium	|	123375 128827 526525 526524 1239 1783272 2 131567 
1	|	2907187	|	Tichowtungia	|	2907187 2907186 2907185 2907184 134625 1783257 2 131567 
1	|	2207	|	Methanosarcina	|	2207 2206 94695 224756 2290931 28890 3366610 2157 131567 
1	|	44258	|	Caloramator	|	44258 31979 186802 186801 1239 1783272 2 131567 
1	|	1375	|	Aerococcus	|	1375 186827 186826 91061 1239 1783272 2 131567 
1	|	1572860	|	Hartmannibacter	|	1572860 2843308 356 28211 1224 2 131567 
1	|	2946819	|	Benedictvirus	|	2946819 2731619 2731618 2731360 2731341 10239 
1	|	2717	|	Cardiobacterium	|	2717 868 135615 1236 1224 2 131567 
1	|	2100764	|	Mixta	|	2100764 1903409 91347 1236 1224 2 131567 
1	|	57493	|	Kocuria	|	57493 1268 85006 1760 201174 1783272 2 131567 
1	|	1930845	|	Ndongobacter	|	1930845 33974 1239 1783272 2 131567 
1	|	2861660	|	Pseudalgibacter	|	2861660 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1107	|	Chloroflexus	|	1107 1106 1508594 32064 32061 200795 1783272 2 131567 
1	|	2842973	|	Pollockvirus	|	2842973 2842416 2842329 2731619 2731618 2731360 2731341 10239 
1	|	1301080	|	Candidatus Nasuia	|	1301080 119066 28216 1224 2 131567 
1	|	74968	|	Ferroplasma	|	74968 90142 2301 183967 2283796 3366610 2157 131567 
1	|	2731979	|	Stopavirus	|	2731979 2731643 2731619 2731618 2731360 2731341 10239 
1	|	46205	|	Pseudobutyrivibrio	|	46205 186803 3085636 186801 1239 1783272 2 131567 
1	|	2976759	|	Capillimicrobium	|	2976759 2976758 588673 1497346 201174 1783272 2 131567 
1	|	28186	|	Acetohalobium	|	28186 53434 53433 186801 1239 1783272 2 131567 
1	|	159191	|	Nodularia	|	159191 1892259 1161 3028117 1117 1798711 1783272 2 131567 
1	|	2948936	|	Turbidovirus	|	2948936 2731619 2731618 2731360 2731341 10239 
1	|	2847769	|	Aequoribacter	|	2847769 1706372 1706369 1236 1224 2 131567 
1	|	2732068	|	Warwickvirus	|	2732068 2732047 2731691 2731619 2731618 2731360 2731341 10239 
1	|	1653174	|	Actinotignum	|	1653174 2049 2037 1760 201174 1783272 2 131567 
1	|	1617805	|	Amylibacter	|	1617805 31989 204455 28211 1224 2 131567 
1	|	56635	|	Aeropyrum	|	56635 2272 114380 183924 28889 1783275 2157 131567 
1	|	2948671	|	Dabirmavirus	|	2948671 2942972 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2943017	|	Seodaemunguvirus	|	2943017 2943001 2731619 2731618 2731360 2731341 10239 
1	|	444090	|	Caldimicrobium	|	444090 188711 188710 67799 200940 2 131567 
1	|	1623301	|	Reyvirus	|	1623301 1982877 2946173 2731619 2731618 2731360 2731341 10239 
1	|	1434019	|	Mameliella	|	1434019 2854170 204455 28211 1224 2 131567 
1	|	1623281	|	Cheoctovirus	|	1623281 2946632 2731619 2731618 2731360 2731341 10239 
1	|	3044834	|	Sophritavirus	|	3044834 3044646 2731619 2731618 2731360 2731341 10239 
1	|	2066071	|	Bacterioplanoides	|	2066071 135620 135619 1236 1224 2 131567 
1	|	99	|	Ancylobacter	|	99 335928 356 28211 1224 2 131567 
1	|	512381	|	Acidisoma	|	512381 433 204441 28211 1224 2 131567 
1	|	316625	|	Saccharophagus	|	316625 1706371 1706369 1236 1224 2 131567 
1	|	2942981	|	Paundivirus	|	2942981 2942967 2942965 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2842996	|	Quwivirus	|	2842996 10357 3044472 548681 2731363 2731361 2731360 2731341 10239 
1	|	364316	|	Verminephrobacter	|	364316 80864 80840 28216 1224 2 131567 
1	|	1505657	|	Intestinibacter	|	1505657 186804 3082720 186801 1239 1783272 2 131567 
1	|	1434045	|	Sinomicrobium	|	1434045 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2772198	|	Sulfurimicrobium	|	2772198 2772226 32003 28216 1224 2 131567 
1	|	2823232	|	Allosphingosinicella	|	2823232 41297 204457 28211 1224 2 131567 
1	|	37914	|	Dietzia	|	37914 85029 85007 1760 201174 1783272 2 131567 
1	|	2843447	|	Ronodorvirus	|	2843447 2946160 2731619 2731618 2731360 2731341 10239 
1	|	184751	|	Vitivirus	|	184751 1914298 675068 675063 2732461 2732406 2732396 2559587 10239 
1	|	1926259	|	Pseudactinotalea	|	1926259 85016 85006 1760 201174 1783272 2 131567 
1	|	391952	|	Aquincola	|	391952 2975441 80840 28216 1224 2 131567 
1	|	2948890	|	Salutenavirus	|	2948890 1982875 2731619 2731618 2731360 2731341 10239 
1	|	1985181	|	Tsarbombavirus	|	1985181 2560070 2560065 2731619 2731618 2731360 2731341 10239 
1	|	76833	|	Actinobaculum	|	76833 2049 2037 1760 201174 1783272 2 131567 
1	|	1434050	|	Zhongshania	|	1434050 1706375 1706369 1236 1224 2 131567 
1	|	1903434	|	Atlantibacter	|	1903434 543 91347 1236 1224 2 131567 
1	|	1279	|	Staphylococcus	|	1279 90964 1385 91061 1239 1783272 2 131567 
1	|	2169668	|	Simiispumavirus	|	2169668 327046 11632 2169561 2732514 2732409 2732397 2559587 10239 
1	|	2795779	|	Rosistilla	|	2795779 2691357 2691354 203683 203682 1783257 2 131567 
1	|	2948847	|	Omarvirus	|	2948847 1982875 2731619 2731618 2731360 2731341 10239 
1	|	308906	|	Megalocytivirus	|	308906 2017756 10486 2732555 2732523 2732007 2732005 2732004 10239 
1	|	2560101	|	Betterkatzvirus	|	2560101 2731619 2731618 2731360 2731341 10239 
1	|	574899	|	Haloferula	|	574899 203557 48461 203494 74201 1783257 2 131567 
1	|	3044680	|	Cantarevirus	|	3044680 2731619 2731618 2731360 2731341 10239 
1	|	3044772	|	Natevirus	|	3044772 3044646 2731619 2731618 2731360 2731341 10239 
1	|	112987	|	Neochlamydia	|	112987 92713 1963360 204429 204428 1783257 2 131567 
1	|	191	|	Azospirillum	|	191 2829815 204441 28211 1224 2 131567 
1	|	179	|	Leptospirillum	|	179 189779 189778 203693 40117 2 131567 
1	|	2946815	|	Backyardiganvirus	|	2946815 2731619 2731618 2731360 2731341 10239 
1	|	1980538	|	Orthophasmavirus	|	1980538 1980417 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	49082	|	Candidatus Arthromitus	|	49082 31979 186802 186801 1239 1783272 2 131567 
1	|	2948733	|	Gundelvirus	|	2948733 2946166 2731619 2731618 2731360 2731341 10239 
1	|	2948753	|	Halohivirus	|	2948753 2946169 2731619 2731618 2731360 2731341 10239 
1	|	2732589	|	Andhravirus	|	2732589 2732588 2842327 2731619 2731618 2731360 2731341 10239 
1	|	85108	|	Halorhodospira	|	85108 72276 135613 1236 1224 2 131567 
1	|	2948771	|	Jolieduovirus	|	2948771 2946631 2731619 2731618 2731360 2731341 10239 
1	|	2560118	|	Coguvirus	|	2560118 1980418 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	36739	|	Dermabacter	|	36739 85020 85006 1760 201174 1783272 2 131567 
1	|	209	|	Helicobacter	|	209 72293 213849 3031852 29547 2 131567 
1	|	1623277	|	Bignuzvirus	|	1623277 1982878 2731619 2731618 2731360 2731341 10239 
1	|	1227948	|	Sphingomicrobium	|	1227948 41297 204457 28211 1224 2 131567 
1	|	2911469	|	Sulfuriroseicoccus	|	2911469 203557 48461 203494 74201 1783257 2 131567 
1	|	2795377	|	Pelagovum	|	2795377 31989 204455 28211 1224 2 131567 
1	|	2733301	|	Vespertilionpoxvirus	|	2733301 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	2843352	|	Avanivirus	|	2843352 2946632 2731619 2731618 2731360 2731341 10239 
1	|	2948698	|	Epaquintavirus	|	2948698 2946626 2946162 2731619 2731618 2731360 2731341 10239 
1	|	2843385	|	Gervaisevirus	|	2843385 2731619 2731618 2731360 2731341 10239 
1	|	1450140	|	Halohasta	|	1450140 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2900571	|	Candidatus Gromoviella	|	2900571 44746 1921002 28211 1224 2 131567 
1	|	174951	|	Ramlibacter	|	174951 80864 80840 28216 1224 2 131567 
1	|	2078948	|	Epidermidibacterium	|	2078948 85033 2495578 1760 201174 1783272 2 131567 
1	|	3044663	|	Arvduovirus	|	3044663 2731619 2731618 2731360 2731341 10239 
1	|	662	|	Vibrio	|	662 641 135623 1236 1224 2 131567 
1	|	28884	|	Hydrogenovibrio	|	28884 135616 72273 1236 1224 2 131567 
1	|	2560214	|	Rimavirus	|	2560214 2731619 2731618 2731360 2731341 10239 
1	|	10282	|	Yatapoxvirus	|	10282 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	3044721	|	Gimaduovirus	|	3044721 2731619 2731618 2731360 2731341 10239 
1	|	1921525	|	Kleczkowskavirus	|	1921525 2731619 2731618 2731360 2731341 10239 
1	|	642	|	Aeromonas	|	642 84642 135624 1236 1224 2 131567 
1	|	2791118	|	Oecophyllibacter	|	2791118 433 204441 28211 1224 2 131567 
1	|	896	|	Desulfococcus	|	896 2931039 213118 3024418 200940 2 131567 
1	|	137583	|	Thalassomonas	|	137583 267889 135622 1236 1224 2 131567 
1	|	2813803	|	Luteithermobacter	|	2813803 2066491 2066490 28211 1224 2 131567 
1	|	2039639	|	Candidatus Nanopelagicus	|	2039639 2162846 2039638 1760 201174 1783272 2 131567 
1	|	1920750	|	Mapvirus	|	1920750 2731619 2731618 2731360 2731341 10239 
1	|	180252	|	Mardivirus	|	180252 10293 3044472 548681 2731363 2731361 2731360 2731341 10239 
1	|	3044826	|	Siaravirus	|	3044826 3044641 2731619 2731618 2731360 2731341 10239 
1	|	1177214	|	Candidatus Profftia	|	1177214 543 91347 1236 1224 2 131567 
1	|	476528	|	Bibersteinia	|	476528 712 135625 1236 1224 2 131567 
1	|	1443919	|	Tabrizicola	|	1443919 31989 204455 28211 1224 2 131567 
1	|	2948680	|	Diorhovirus	|	2948680 2942972 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	1077254	|	Tunicatimonas	|	1077254 1522127 768507 768503 976 68336 1783270 2 131567 
1	|	2843417	|	Lietduovirus	|	2843417 2731619 2731618 2731360 2731341 10239 
1	|	1137960	|	Allokutzneria	|	1137960 2070 85010 1760 201174 1783272 2 131567 
1	|	490567	|	Arenimonas	|	490567 32033 135614 1236 1224 2 131567 
1	|	66831	|	Facklamia	|	66831 186827 186826 91061 1239 1783272 2 131567 
1	|	2676233	|	Sphingosinithalassobacter	|	2676233 41297 204457 28211 1224 2 131567 
1	|	1055323	|	Aeribacillus	|	1055323 186817 1385 91061 1239 1783272 2 131567 
1	|	137757	|	Ipomovirus	|	137757 39729 2732550 2732507 2732408 2732396 2559587 10239 
1	|	2831955	|	Pikeienuella	|	2831955 31989 204455 28211 1224 2 131567 
1	|	1982095	|	Abidjanvirus	|	1982095 2946626 2946162 2731619 2731618 2731360 2731341 10239 
1	|	2843463	|	Takahashivirus	|	2843463 2731619 2731618 2731360 2731341 10239 
1	|	428711	|	Jonquetella	|	428711 3029088 649776 649775 508458 2 131567 
1	|	1285599	|	Crocodylidpoxvirus	|	1285599 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	1914850	|	Certrevirus	|	1914850 1911928 2731619 2731618 2731360 2731341 10239 
1	|	72763	|	Tessaracoccus	|	72763 31957 85009 1760 201174 1783272 2 131567 
1	|	990721	|	Christensenella	|	990721 990719 3082768 186801 1239 1783272 2 131567 
1	|	1565532	|	Rouxiella	|	1565532 1903411 91347 1236 1224 2 131567 
1	|	556257	|	Pseudolabrys	|	556257 335928 356 28211 1224 2 131567 
1	|	75309	|	Rhodanobacter	|	75309 1775411 135614 1236 1224 2 131567 
1	|	248744	|	Marvinbryantia	|	248744 186803 3085636 186801 1239 1783272 2 131567 
1	|	2870717	|	Pseudoroseomonas	|	2870717 433 204441 28211 1224 2 131567 
1	|	2733214	|	Sonalivirus	|	2733214 2731619 2731618 2731360 2731341 10239 
1	|	32008	|	Burkholderia	|	32008 119060 80840 28216 1224 2 131567 
1	|	2948767	|	Jahgtovirus	|	2948767 2942970 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2867376	|	Desulfoscipio	|	2867376 2867375 186802 186801 1239 1783272 2 131567 
1	|	3020832	|	Alloalcanivorax	|	3020832 224372 135619 1236 1224 2 131567 
1	|	3024544	|	Paracrocinitomix	|	3024544 1853230 200644 117743 976 68336 1783270 2 131567 
1	|	85413	|	Bosea	|	85413 2831100 356 28211 1224 2 131567 
1	|	76831	|	Myroides	|	76831 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2942991	|	Cohcovirus	|	2942991 2942969 2942966 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2249462	|	Ferrigenium	|	2249462 90627 32003 28216 1224 2 131567 
1	|	3045815	|	Trichothermofontia	|	3045815 2303527 3079749 3028117 1117 1798711 1783272 2 131567 
1	|	1921709	|	Slashvirus	|	1921709 2731619 2731618 2731360 2731341 10239 
1	|	1623295	|	Pegunavirus	|	1623295 1982876 2731619 2731618 2731360 2731341 10239 
1	|	2686004	|	Candidatus Vondammii	|	2686004 32036 118884 1236 1224 2 131567 
1	|	1982880	|	Likavirus	|	1982880 1982875 2731619 2731618 2731360 2731341 10239 
1	|	325456	|	Iotapapillomavirus	|	325456 2169595 151340 2732533 2732421 2732415 2732092 2731342 10239 
1	|	231683	|	Saccharospirillum	|	231683 255527 135619 1236 1224 2 131567 
1	|	2733201	|	Picardvirus	|	2733201 2731619 2731618 2731360 2731341 10239 
1	|	34102	|	Sphaerotilus	|	34102 2975441 80840 28216 1224 2 131567 
1	|	41275	|	Brevundimonas	|	41275 76892 204458 28211 1224 2 131567 
1	|	2987594	|	Rasiella	|	2987594 49546 200644 117743 976 68336 1783270 2 131567 
1	|	181085	|	Phaeovirus	|	181085 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	2571159	|	Mycetohabitans	|	2571159 119060 80840 28216 1224 2 131567 
1	|	43356	|	Kutzneria	|	43356 2070 85010 1760 201174 1783272 2 131567 
1	|	401469	|	Undibacterium	|	401469 75682 80840 28216 1224 2 131567 
1	|	3076685	|	Natronosalvus	|	3076685 1644061 2235 183963 2290931 28890 3366610 2157 131567 
1	|	70411	|	Frateuria	|	70411 1775411 135614 1236 1224 2 131567 
1	|	2948877	|	Quesadillavirus	|	2948877 1982876 2731619 2731618 2731360 2731341 10239 
1	|	1266	|	Sarcina	|	1266 31979 186802 186801 1239 1783272 2 131567 
1	|	2733187	|	Liebevirus	|	2733187 3044640 2731619 2731618 2731360 2731341 10239 
1	|	1155385	|	Proteiniclasticum	|	1155385 31979 186802 186801 1239 1783272 2 131567 
1	|	34067	|	Cycloclasticus	|	34067 135616 72273 1236 1224 2 131567 
1	|	2843394	|	Indlulamithivirus	|	2843394 2731619 2731618 2731360 2731341 10239 
1	|	2948762	|	Ichnoviriform	|	2948762 2946196 10239 
1	|	2560155	|	Jeilongvirus	|	2560155 2560076 11158 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1696	|	Brevibacterium	|	1696 85019 85006 1760 201174 1783272 2 131567 
1	|	213485	|	Micavibrio	|	213485 213483 213481 3031418 3018035 2 131567 
1	|	2732970	|	Harbinvirus	|	2732970 2560065 2731619 2731618 2731360 2731341 10239 
1	|	651660	|	Paenisporosarcina	|	651660 186818 1385 91061 1239 1783272 2 131567 
1	|	2547964	|	Parashewanella	|	2547964 267890 135622 1236 1224 2 131567 
1	|	2742598	|	Limosilactobacillus	|	2742598 33958 186826 91061 1239 1783272 2 131567 
1	|	2733133	|	Tamkungvirus	|	2733133 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2023214	|	Koinonema	|	2023214 1892254 1150 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	416	|	Methylomonas	|	416 403 135618 1236 1224 2 131567 
