
code	|	taxid	|	taxname	|	lineage
1	|	3048127	|	Thermocaproicibacter	|	3048127 216572 186802 186801 1239 1783272 2 131567 
1	|	745364	|	Luteipulveratus	|	745364 145357 85006 1760 201174 1783272 2 131567 
1	|	3085669	|	Paenimyroides	|	3085669 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2847307	|	Thermophilibacter	|	2847307 1643824 84999 84998 201174 1783272 2 131567 
1	|	3088889	|	Aurantibacillus	|	3088889 3088888 200666 117747 976 68336 1783270 2 131567 
1	|	10912	|	Rotavirus	|	10912 2946186 2732541 2732459 2732405 2732396 2559587 10239 
1	|	3056835	|	Halorarius	|	3056835 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	204476	|	Labrys	|	204476 335928 356 28211 1224 2 131567 
1	|	1504576	|	Pseudocitrobacter	|	1504576 543 91347 1236 1224 2 131567 
1	|	2915177	|	Sulfidibacter	|	2915177 533207 533206 533205 57723 2 131567 
1	|	2425	|	Teredinibacter	|	2425 1706371 1706369 1236 1224 2 131567 
1	|	1055688	|	Sandaracinus	|	1055688 1055686 3031712 3031711 2818505 2 131567 
1	|	1016	|	Capnocytophaga	|	1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	28261	|	Thermodesulfovibrio	|	28261 2811504 2811503 2811502 40117 2 131567 
1	|	2946797	|	Anayavirus	|	2946797 2946648 2731619 2731618 2731360 2731341 10239 
1	|	3044861	|	Yellowseavirus	|	3044861 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2560124	|	Efquatrovirus	|	2560124 2731619 2731618 2731360 2731341 10239 
1	|	1868332	|	Neomicrococcus	|	1868332 1268 85006 1760 201174 1783272 2 131567 
1	|	1911565	|	Marispirochaeta	|	1911565 137 136 203692 203691 2 131567 
1	|	694002	|	Betacoronavirus	|	694002 2501931 11118 2499399 76804 2732506 2732408 2732396 2559587 10239 
1	|	2948886	|	Sagamiharavirus	|	2948886 2731619 2731618 2731360 2731341 10239 
1	|	2651578	|	Thermanaerosceptrum	|	2651578 186807 186802 186801 1239 1783272 2 131567 
1	|	84162	|	Cryptobacterium	|	84162 1643826 1643822 84998 201174 1783272 2 131567 
1	|	442430	|	Coraliomargarita	|	442430 3056371 415001 414999 74201 1783257 2 131567 
1	|	3044712	|	Ericdabvirus	|	3044712 2731619 2731618 2731360 2731341 10239 
1	|	946234	|	Flavonifractor	|	946234 216572 186802 186801 1239 1783272 2 131567 
1	|	34008	|	Rhodovulum	|	34008 31989 204455 28211 1224 2 131567 
1	|	28253	|	Marinomonas	|	28253 135620 135619 1236 1224 2 131567 
1	|	81416	|	Methanofollis	|	81416 2194 2191 224756 2290931 28890 3366610 2157 131567 
1	|	1372	|	Planococcus	|	1372 186818 1385 91061 1239 1783272 2 131567 
1	|	1209327	|	Flavivirga	|	1209327 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2919364	|	Novacetimonas	|	2919364 433 204441 28211 1224 2 131567 
1	|	198346	|	Candidatus Palibaumannia	|	198346 118884 1236 1224 2 131567 
1	|	147067	|	Thermobispora	|	147067 2004 85012 1760 201174 1783272 2 131567 
1	|	2767842	|	Lactiplantibacillus	|	2767842 33958 186826 91061 1239 1783272 2 131567 
1	|	2025617	|	Ketobacter	|	2025617 3085096 72274 1236 1224 2 131567 
1	|	93681	|	Roseateles	|	93681 2975441 80840 28216 1224 2 131567 
1	|	1961799	|	Lacunisphaera	|	1961799 134623 415000 414999 74201 1783257 2 131567 
1	|	1395974	|	Tardiphaga	|	1395974 41294 356 28211 1224 2 131567 
1	|	2948861	|	Pharaohvirus	|	2948861 2731619 2731618 2731360 2731341 10239 
1	|	3044727	|	Heliosvirus	|	3044727 3044456 2732554 2732523 2732007 2732005 2732004 10239 
1	|	1649453	|	Gimesia	|	1649453 126 112 203683 203682 1783257 2 131567 
1	|	1982367	|	Pepyhexavirus	|	1982367 2731619 2731618 2731360 2731341 10239 
1	|	2679910	|	Intestinibaculum	|	2679910 128827 526525 526524 1239 1783272 2 131567 
1	|	59735	|	Bergeyella	|	59735 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	180541	|	Salinisphaera	|	180541 742031 742030 1236 1224 2 131567 
1	|	98443	|	Richelia	|	98443 1162 1161 3028117 1117 1798711 1783272 2 131567 
1	|	2767891	|	Schleiferilactobacillus	|	2767891 33958 186826 91061 1239 1783272 2 131567 
1	|	538	|	Eikenella	|	538 481 206351 28216 1224 2 131567 
1	|	33877	|	Agromyces	|	33877 85023 85006 1760 201174 1783272 2 131567 
1	|	2946834	|	Bosavirus	|	2946834 2946626 2946162 2731619 2731618 2731360 2731341 10239 
1	|	1778601	|	Apibacter	|	1778601 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	898	|	Desulfomicrobium	|	898 213116 213115 3031449 200940 2 131567 
1	|	1654787	|	Thiopseudomonas	|	1654787 135621 72274 1236 1224 2 131567 
1	|	2948789	|	Kroosvirus	|	2948789 2731619 2731618 2731360 2731341 10239 
1	|	3064792	|	Mariluticola	|	3064792 2831106 356 28211 1224 2 131567 
1	|	3044718	|	Forzavirus	|	3044718 2731619 2731618 2731360 2731341 10239 
1	|	2058174	|	Antarcticibacterium	|	2058174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2717089	|	Massilistercora	|	2717089 538999 186802 186801 1239 1783272 2 131567 
1	|	862	|	Syntrophomonas	|	862 68298 186802 186801 1239 1783272 2 131567 
1	|	290174	|	Aquimarina	|	290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2560197	|	Otagovirus	|	2560197 2731619 2731618 2731360 2731341 10239 
1	|	2661800	|	Georhizobium	|	2661800 82115 356 28211 1224 2 131567 
1	|	2950010	|	Salidesulfovibrio	|	2950010 194924 213115 3031449 200940 2 131567 
1	|	11305	|	Cytorhabdovirus	|	11305 2842408 11270 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1647173	|	Acetobacteroides	|	1647173 171550 171549 200643 976 68336 1783270 2 131567 
1	|	1866885	|	Mycolicibacterium	|	1866885 1762 85007 1760 201174 1783272 2 131567 
1	|	1765964	|	Acidihalobacter	|	1765964 72276 135613 1236 1224 2 131567 
1	|	2841281	|	Vapseptimavirus	|	2841281 2169529 2731619 2731618 2731360 2731341 10239 
1	|	191028	|	Leisingera	|	191028 2854170 204455 28211 1224 2 131567 
1	|	2948710	|	Foxborovirus	|	2948710 2946629 2946175 2731619 2731618 2731360 2731341 10239 
1	|	1649298	|	Siccibacter	|	1649298 543 91347 1236 1224 2 131567 
1	|	56106	|	Cylindrospermum	|	56106 1162 1161 3028117 1117 1798711 1783272 2 131567 
1	|	2837485	|	Evansella	|	2837485 186817 1385 91061 1239 1783272 2 131567 
1	|	3051458	|	Chondrinema	|	3051458 200667 768507 768503 976 68336 1783270 2 131567 
1	|	390846	|	Echinicola	|	390846 563798 768507 768503 976 68336 1783270 2 131567 
1	|	46238	|	Entomoplasma	|	46238 33925 186328 31969 544448 1783272 2 131567 
1	|	73778	|	Methylocaldum	|	73778 403 135618 1236 1224 2 131567 
1	|	1922327	|	Wphvirus	|	1922327 2560070 2560065 2731619 2731618 2731360 2731341 10239 
1	|	96	|	Gallionella	|	96 90627 32003 28216 1224 2 131567 
1	|	568394	|	Pseudogulbenkiania	|	568394 1499392 206351 28216 1224 2 131567 
1	|	2893036	|	Venatoribacter	|	2893036 135620 135619 1236 1224 2 131567 
1	|	2518497	|	Paramuribaculum	|	2518497 2005473 171549 200643 976 68336 1783270 2 131567 
1	|	3044726	|	Haetaevirus	|	3044726 3044639 2731619 2731618 2731360 2731341 10239 
1	|	40544	|	Sutterella	|	40544 995019 80840 28216 1224 2 131567 
1	|	315393	|	Mimivirus	|	315393 3044648 549779 2732554 2732523 2732007 2732005 2732004 10239 
1	|	39731	|	Bymovirus	|	39731 39729 2732550 2732507 2732408 2732396 2559587 10239 
1	|	2732368	|	Salinibaculum	|	2732368 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	180162	|	Cetobacterium	|	180162 203492 203491 203490 32066 2 131567 
1	|	162491	|	Oerskovia	|	162491 85016 85006 1760 201174 1783272 2 131567 
1	|	227873	|	Pannonibacter	|	227873 2821832 356 28211 1224 2 131567 
1	|	573012	|	Raphidovirus	|	573012 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	2048137	|	Agathobaculum	|	2048137 3085642 186802 186801 1239 1783272 2 131567 
1	|	10	|	Cellvibrio	|	10 1706371 1706369 1236 1224 2 131567 
1	|	570266	|	Methanocella	|	570266 570265 570264 224756 2290931 28890 3366610 2157 131567 
1	|	2843415	|	Latrobevirus	|	2843415 2731619 2731618 2731360 2731341 10239 
1	|	1344552	|	Noviherbaspirillum	|	1344552 75682 80840 28216 1224 2 131567 
1	|	1769729	|	Hathewaya	|	1769729 31979 186802 186801 1239 1783272 2 131567 
1	|	1623292	|	Omegavirus	|	1623292 2731619 2731618 2731360 2731341 10239 
1	|	141450	|	Oleiphilus	|	141450 191033 135619 1236 1224 2 131567 
1	|	34037	|	Rahnella	|	34037 1903411 91347 1236 1224 2 131567 
1	|	3024823	|	Anaeromicropila	|	3024823 186803 3085636 186801 1239 1783272 2 131567 
1	|	2733135	|	Tefnutvirus	|	2733135 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2948736	|	Hacihdavirus	|	2948736 2942976 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	140458	|	Thermacetogenium	|	140458 186814 68295 186801 1239 1783272 2 131567 
1	|	2842819	|	Lasallevirus	|	2842819 2842519 2946170 2731619 2731618 2731360 2731341 10239 
1	|	1910993	|	Cornellvirus	|	1910993 1910976 2731619 2731618 2731360 2731341 10239 
1	|	2676781	|	Aquisediminimonas	|	2676781 41297 204457 28211 1224 2 131567 
1	|	2817383	|	Candidatus Azoamicus	|	2817383 3119552 118884 1236 1224 2 131567 
1	|	551759	|	Aromatoleum	|	551759 75787 206389 28216 1224 2 131567 
1	|	2862144	|	Ruoffia	|	2862144 186827 186826 91061 1239 1783272 2 131567 
1	|	160795	|	Ureibacillus	|	160795 186818 1385 91061 1239 1783272 2 131567 
1	|	117156	|	Actinopolymorpha	|	117156 2805400 85009 1760 201174 1783272 2 131567 
1	|	2733155	|	Shapirovirus	|	2733155 2732612 2731619 2731618 2731360 2731341 10239 
1	|	2842653	|	Dongdastvirus	|	2842653 2842423 2842329 2731619 2731618 2731360 2731341 10239 
1	|	2129	|	Ureaplasma	|	2129 2790998 2790996 544448 1783272 2 131567 
1	|	2913367	|	Spiractinospora	|	2913367 83676 85012 1760 201174 1783272 2 131567 
1	|	13687	|	Sphingomonas	|	13687 41297 204457 28211 1224 2 131567 
1	|	1073531	|	Mycolicibacter	|	1073531 1762 85007 1760 201174 1783272 2 131567 
1	|	2815786	|	Sodaliphilus	|	2815786 2005473 171549 200643 976 68336 1783270 2 131567 
1	|	169055	|	Nordella	|	169055 119042 356 28211 1224 2 131567 
1	|	1676651	|	Limnochorda	|	1676651 1676650 1676649 1676648 1239 1783272 2 131567 
1	|	3118923	|	Actinarchaeum	|	3118923 2236 2235 183963 2290931 28890 3366610 2157 131567 
1	|	1686313	|	Fenollaria	|	1686313 538999 186802 186801 1239 1783272 2 131567 
1	|	1920866	|	Rogunavirus	|	1920866 2732046 2731691 2731619 2731618 2731360 2731341 10239 
1	|	2913017	|	Aggregatimonas	|	2913017 49546 200644 117743 976 68336 1783270 2 131567 
1	|	527198	|	Mariniflexile	|	527198 49546 200644 117743 976 68336 1783270 2 131567 
1	|	907197	|	Psychrosphaera	|	907197 267888 135622 1236 1224 2 131567 
1	|	3044693	|	Cotonvirus	|	3044693 3044648 549779 2732554 2732523 2732007 2732005 2732004 10239 
1	|	477695	|	Thermogladius	|	477695 2272 114380 183924 28889 1783275 2157 131567 
1	|	58050	|	Moritella	|	58050 267891 135622 1236 1224 2 131567 
1	|	340070	|	Criblamydia	|	340070 412447 1963360 204429 204428 1783257 2 131567 
1	|	2733221	|	Yangvirus	|	2733221 3044640 2731619 2731618 2731360 2731341 10239 
1	|	2917705	|	Natranaeroarchaeum	|	2917705 2976354 2235 183963 2290931 28890 3366610 2157 131567 
1	|	3079908	|	Picosynechococcus	|	3079908 2815910 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	2948872	|	Potamoivirus	|	2948872 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2893055	|	Halalkalibacterium (ex Joshi et al. 2022)	|	2893055 186817 1385 91061 1239 1783272 2 131567 
1	|	1844015	|	Pontivivens	|	1844015 31989 204455 28211 1224 2 131567 
1	|	1434010	|	Jatrophihabitans	|	1434010 2805416 2805415 1760 201174 1783272 2 131567 
1	|	670486	|	Dehalogenimonas	|	670486 1202464 1202465 301297 200795 1783272 2 131567 
1	|	2946816	|	Baltivirus	|	2946816 2946166 2731619 2731618 2731360 2731341 10239 
1	|	2308	|	Pyrodictium	|	2308 2307 114380 183924 28889 1783275 2157 131567 
1	|	2948770	|	Jiangsuvirus	|	2948770 2946170 2731619 2731618 2731360 2731341 10239 
1	|	526215	|	Thalassobaculum	|	526215 2844864 204441 28211 1224 2 131567 
1	|	77021	|	Cylindrospermopsis	|	77021 1892259 1161 3028117 1117 1798711 1783272 2 131567 
1	|	1578	|	Lactobacillus	|	1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1308858	|	Sigmavirus	|	1308858 2842407 11270 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1335631	|	Frischella	|	1335631 1240483 1240482 1236 1224 2 131567 
1	|	2811380	|	Entomobacter	|	2811380 433 204441 28211 1224 2 131567 
1	|	2948688	|	Delmidovirus	|	2948688 2942972 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	1861863	|	Sinimarinibacterium	|	1861863 568386 1775403 1236 1224 2 131567 
1	|	182899	|	Persephonella	|	182899 224027 32069 187857 200783 2 131567 
1	|	2126281	|	Mycolicibacillus	|	2126281 1762 85007 1760 201174 1783272 2 131567 
1	|	2891294	|	Nitrogeniibacter	|	2891294 2008794 206389 28216 1224 2 131567 
1	|	2211638	|	Limimaricola	|	2211638 31989 204455 28211 1224 2 131567 
1	|	125287	|	Ornithinimicrobium	|	125287 2805590 85006 1760 201174 1783272 2 131567 
1	|	2304691	|	Thermoclostridium	|	2304691 216572 186802 186801 1239 1783272 2 131567 
1	|	2758906	|	Entomomonas	|	2758906 135621 72274 1236 1224 2 131567 
1	|	2795605	|	Aureliella	|	2795605 2691357 2691354 203683 203682 1783257 2 131567 
1	|	2689589	|	Staphylospora	|	2689589 186824 1385 91061 1239 1783272 2 131567 
1	|	46123	|	Abiotrophia	|	46123 186827 186826 91061 1239 1783272 2 131567 
1	|	76023	|	Halothece	|	76023 92682 3079756 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	1921016	|	Nitunavirus	|	1921016 2560070 2560065 2731619 2731618 2731360 2731341 10239 
1	|	1857846	|	Twortvirus	|	1857846 2560081 2560065 2731619 2731618 2731360 2731341 10239 
1	|	1211036	|	Mangrovimonas	|	1211036 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1860077	|	Sulfuriflexus	|	1860077 449719 135613 1236 1224 2 131567 
1	|	1186	|	Calothrix	|	1186 2661849 1161 3028117 1117 1798711 1783272 2 131567 
1	|	346673	|	Coccolithovirus	|	346673 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	2948712	|	Foxunavirus	|	2948712 2731619 2731618 2731360 2731341 10239 
1	|	1263978	|	Candidatus Endolissoclinum	|	1263978 41295 204441 28211 1224 2 131567 
1	|	1502725	|	Effusibacillus	|	1502725 186823 1385 91061 1239 1783272 2 131567 
1	|	2948775	|	Justusliebigvirus	|	2948775 2946646 2731619 2731618 2731360 2731341 10239 
1	|	2843419	|	Marfavirus	|	2843419 2731619 2731618 2731360 2731341 10239 
1	|	2837510	|	Siminovitchia	|	2837510 186817 1385 91061 1239 1783272 2 131567 
1	|	2843399	|	Kanagawavirus	|	2843399 1198136 2946170 2731619 2731618 2731360 2731341 10239 
1	|	1985325	|	Jiaodavirus	|	1985325 1198136 2946170 2731619 2731618 2731360 2731341 10239 
1	|	59732	|	Chryseobacterium	|	59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	2795782	|	Botrimarina	|	2795782 2691359 2691354 203683 203682 1783257 2 131567 
1	|	881616	|	Herbiconiux	|	881616 85023 85006 1760 201174 1783272 2 131567 
1	|	53460	|	Nakamurella	|	53460 85031 1643684 1760 201174 1783272 2 131567 
1	|	2842820	|	Lazarusvirus	|	2842820 2842519 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2767889	|	Loigolactobacillus	|	2767889 33958 186826 91061 1239 1783272 2 131567 
1	|	3075137	|	Dermatobacter	|	3075137 633392 84993 84992 201174 1783272 2 131567 
1	|	1273155	|	Thiohalobacter	|	1273155 3085110 3085109 1236 1224 2 131567 
1	|	1188227	|	Gloeomargarita	|	1188227 1955043 1955042 3028117 1117 1798711 1783272 2 131567 
1	|	64895	|	Borreliella	|	64895 1643685 136 203692 203691 2 131567 
1	|	1652133	|	Halobacteriovorax	|	1652133 1652132 2024979 3031419 3018035 2 131567 
1	|	3044803	|	Richievirus	|	3044803 2731619 2731618 2731360 2731341 10239 
1	|	10652	|	Badnavirus	|	10652 186534 2169561 2732514 2732409 2732397 2559587 10239 
1	|	80865	|	Delftia	|	80865 80864 80840 28216 1224 2 131567 
1	|	861913	|	Fibrisoma	|	861913 2896860 768507 768503 976 68336 1783270 2 131567 
1	|	28222	|	Desulfobacula	|	28222 213119 213118 3024418 200940 2 131567 
1	|	2862745	|	Pseudobdellovibrio	|	2862745 213483 213481 3031418 3018035 2 131567 
1	|	1080709	|	Methanomassiliicoccus	|	1080709 1577788 1235850 183967 2283796 3366610 2157 131567 
1	|	1623280	|	Charlievirus	|	1623280 2169600 2731619 2731618 2731360 2731341 10239 
1	|	1541670	|	Methylacidimicrobium	|	1541670 326457 74201 1783257 2 131567 
1	|	1769008	|	Anoxybacter	|	1769008 387655 53433 186801 1239 1783272 2 131567 
1	|	314343	|	Sideroxydans	|	314343 90627 32003 28216 1224 2 131567 
1	|	1654	|	Actinomyces	|	1654 2049 2037 1760 201174 1783272 2 131567 
1	|	119164	|	Polerovirus	|	119164 2169577 2732553 2732506 2732408 2732396 2559587 10239 
1	|	2051044	|	Tuwongella	|	2051044 1914233 2691355 203683 203682 1783257 2 131567 
1	|	2874214	|	Terrihabitans	|	2874214 119042 356 28211 1224 2 131567 
1	|	2678885	|	Faecalibacillus	|	2678885 2810280 526525 526524 1239 1783272 2 131567 
1	|	1988	|	Actinomadura	|	1988 2012 85012 1760 201174 1783272 2 131567 
1	|	2948874	|	Puppervirus	|	2948874 2731619 2731618 2731360 2731341 10239 
1	|	1041	|	Erythrobacter	|	1041 2800788 335929 204457 28211 1224 2 131567 
1	|	3044733	|	Howevirus	|	3044733 2731619 2731618 2731360 2731341 10239 
1	|	2733191	|	Majavirus	|	2733191 2731619 2731618 2731360 2731341 10239 
1	|	323413	|	Dokdonella	|	323413 1775411 135614 1236 1224 2 131567 
1	|	2094720	|	Tupanvirus	|	2094720 3044648 549779 2732554 2732523 2732007 2732005 2732004 10239 
1	|	1658781	|	Aliiroseovarius	|	1658781 31989 204455 28211 1224 2 131567 
1	|	1906661	|	Candidatus Gullanella	|	1906661 84563 191675 543 91347 1236 1224 2 131567 
1	|	58842	|	Sagittula	|	58842 2854170 204455 28211 1224 2 131567 
1	|	1930830	|	Floricoccus	|	1930830 1300 186826 91061 1239 1783272 2 131567 
1	|	319458	|	Leadbetterella	|	319458 3141702 768507 768503 976 68336 1783270 2 131567 
1	|	2692113	|	Gleimia	|	2692113 2049 2037 1760 201174 1783272 2 131567 
1	|	336277	|	Roseicyclus	|	336277 2854170 204455 28211 1224 2 131567 
1	|	2172	|	Methanobrevibacter	|	2172 2159 2158 183925 2283794 28890 3366610 2157 131567 
1	|	2987599	|	Pollutimonas	|	2987599 506 80840 28216 1224 2 131567 
1	|	2842641	|	Dendoorenvirus	|	2842641 2842329 2731619 2731618 2731360 2731341 10239 
1	|	1649490	|	Rubinisphaera	|	1649490 126 112 203683 203682 1783257 2 131567 
1	|	2063	|	Kitasatospora	|	2063 2062 85011 1760 201174 1783272 2 131567 
1	|	294702	|	Proteiniphilum	|	294702 2005520 171549 200643 976 68336 1783270 2 131567 
1	|	3044751	|	Ludhianavirus	|	3044751 2731619 2731618 2731360 2731341 10239 
1	|	3040948	|	Candidatus Paraluminiphilus	|	3040948 1706372 1706369 1236 1224 2 131567 
1	|	3049269	|	Candidatus Pelagisphaera	|	3049269 3056381 415001 414999 74201 1783257 2 131567 
1	|	2560128	|	Eneladusvirus	|	2560128 2731619 2731618 2731360 2731341 10239 
1	|	2733172	|	Daredevilvirus	|	2733172 2731619 2731618 2731360 2731341 10239 
1	|	33986	|	Exiguobacterium	|	33986 539742 539002 1385 91061 1239 1783272 2 131567 
1	|	1082930	|	Pelagibacterium	|	1082930 2831106 356 28211 1224 2 131567 
1	|	2944627	|	Paenalkalicoccus	|	2944627 186817 1385 91061 1239 1783272 2 131567 
1	|	159345	|	Roseibacterium	|	159345 2854170 204455 28211 1224 2 131567 
1	|	2733298	|	Pteropopoxvirus	|	2733298 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	1980442	|	Orthohantavirus	|	1980442 2560074 1980413 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	1621534	|	Paraglaciecola	|	1621534 72275 135622 1236 1224 2 131567 
1	|	2948807	|	Luchadorvirus	|	2948807 2731619 2731618 2731360 2731341 10239 
1	|	2807414	|	Anatilimnocola	|	2807414 2691357 2691354 203683 203682 1783257 2 131567 
1	|	991903	|	Polymorphum	|	991903 31989 204455 28211 1224 2 131567 
1	|	35829	|	Acetivibrio	|	35829 216572 186802 186801 1239 1783272 2 131567 
1	|	12270	|	Nepovirus	|	12270 675075 675072 464095 2732506 2732408 2732396 2559587 10239 
1	|	41674	|	Stygiolobus	|	41674 118883 2281 183924 28889 1783275 2157 131567 
1	|	2910984	|	Solidesulfovibrio	|	2910984 194924 213115 3031449 200940 2 131567 
1	|	2948926	|	Timshelvirus	|	2948926 2731619 2731618 2731360 2731341 10239 
1	|	2748674	|	Zhaonella	|	2748674 2748673 3039167 186801 1239 1783272 2 131567 
1	|	1679002	|	Candidatus Methylopumilus	|	1679002 32011 32003 28216 1224 2 131567 
1	|	1858563	|	Alkalimarinus	|	1858563 72275 135622 1236 1224 2 131567 
1	|	469	|	Acinetobacter	|	469 468 2887326 1236 1224 2 131567 
1	|	545865	|	Calditerrivibrio	|	545865 2945021 191393 68337 200930 2 131567 
1	|	291183	|	Lacinutrix	|	291183 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1075397	|	Halolamina	|	1075397 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	1654931	|	Crenobacter	|	1654931 481 206351 28216 1224 2 131567 
1	|	507	|	Alcaligenes	|	507 506 80840 28216 1224 2 131567 
1	|	1255275	|	Oceanotoga	|	1255275 1643949 1643947 188708 200918 2 131567 
1	|	1152	|	Pseudanabaena	|	1152 1890436 2881377 3028117 1117 1798711 1783272 2 131567 
1	|	121820	|	Roseinatronobacter	|	121820 31989 204455 28211 1224 2 131567 
1	|	57495	|	Dermacoccus	|	57495 145357 85006 1760 201174 1783272 2 131567 
1	|	2733193	|	Maxrubnervirus	|	2733193 2731619 2731618 2731360 2731341 10239 
1	|	2501367	|	Mobatvirus	|	2501367 2560074 1980413 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	261963	|	Kangiella	|	261963 1920240 2887327 1236 1224 2 131567 
1	|	178469	|	Arenibacter	|	178469 49546 200644 117743 976 68336 1783270 2 131567 
1	|	181086	|	Prymnesiovirus	|	181086 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	453229	|	Desulfarculus	|	453229 453228 453227 3031646 200940 2 131567 
1	|	596707	|	Sinomonas	|	596707 1268 85006 1760 201174 1783272 2 131567 
1	|	2942994	|	Buchavirus	|	2942994 2942974 2942966 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2733137	|	Thetisvirus	|	2733137 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2175957	|	Ruficoccus	|	2175957 3056374 415001 414999 74201 1783257 2 131567 
1	|	2701	|	Gardnerella	|	2701 31953 85004 1760 201174 1783272 2 131567 
1	|	2733171	|	Coralvirus	|	2733171 2731619 2731618 2731360 2731341 10239 
1	|	86331	|	Mogibacterium	|	86331 3030910 3082720 186801 1239 1783272 2 131567 
1	|	2733130	|	Salmondvirus	|	2733130 2731619 2731618 2731360 2731341 10239 
1	|	1720323	|	Lessievirus	|	1720323 2731619 2731618 2731360 2731341 10239 
1	|	191291	|	Nautilia	|	191291 224467 235899 3031852 29547 2 131567 
1	|	1705353	|	Aurantimicrobium	|	1705353 85023 85006 1760 201174 1783272 2 131567 
1	|	2005	|	Microbispora	|	2005 2004 85012 1760 201174 1783272 2 131567 
1	|	943	|	Ehrlichia	|	943 942 766 28211 1224 2 131567 
1	|	1706033	|	Sediminicoccus	|	1706033 433 204441 28211 1224 2 131567 
1	|	28050	|	Lachnospira	|	28050 186803 3085636 186801 1239 1783272 2 131567 
1	|	551	|	Erwinia	|	551 1903409 91347 1236 1224 2 131567 
1	|	311181	|	Denitratisoma	|	311181 2008793 32003 28216 1224 2 131567 
1	|	532	|	Beijerinckia	|	532 45404 356 28211 1224 2 131567 
1	|	1623305	|	Skunavirus	|	1623305 2731619 2731618 2731360 2731341 10239 
1	|	1742983	|	Occallatibacter	|	1742983 204434 204433 204432 57723 2 131567 
1	|	2083206	|	Tritonibacter	|	2083206 31989 204455 28211 1224 2 131567 
1	|	175304	|	Lentibacillus	|	175304 186817 1385 91061 1239 1783272 2 131567 
1	|	2733197	|	Murrayvirus	|	2733197 2731619 2731618 2731360 2731341 10239 
1	|	48073	|	Microbulbifer	|	48073 1706373 1706369 1236 1224 2 131567 
1	|	133925	|	Olsenella	|	133925 1643824 84999 84998 201174 1783272 2 131567 
1	|	41980	|	Metallosphaera	|	41980 118883 2281 183924 28889 1783275 2157 131567 
1	|	2321187	|	Poseidonibacter	|	2321187 2808963 213849 3031852 29547 2 131567 
1	|	1981050	|	Phoenicibacter	|	1981050 1643826 1643822 84998 201174 1783272 2 131567 
1	|	2948721	|	Ganiavirus	|	2948721 2501987 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1612611	|	Pararhizobium	|	1612611 227290 82115 356 28211 1224 2 131567 
1	|	399320	|	Sphaerochaeta	|	399320 2791015 136 203692 203691 2 131567 
1	|	2843391	|	Hnatkovirus	|	2843391 2731619 2731618 2731360 2731341 10239 
1	|	131079	|	Limnobacter	|	131079 119060 80840 28216 1224 2 131567 
1	|	3044698	|	Cyvirus	|	3044698 548682 548681 2731363 2731361 2731360 2731341 10239 
1	|	1190	|	Fischerella	|	1190 1892263 1161 3028117 1117 1798711 1783272 2 131567 
1	|	2560244	|	Tulanevirus	|	2560244 2946170 2731619 2731618 2731360 2731341 10239 
1	|	10265	|	Capripoxvirus	|	10265 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	2805681	|	Yinghuangia	|	2805681 2062 85011 1760 201174 1783272 2 131567 
1	|	2883512	|	Citrifermentans	|	2883512 213422 3031668 3031651 200940 2 131567 
1	|	1985293	|	Kolesnikvirus	|	1985293 1985285 2731619 2731618 2731360 2731341 10239 
1	|	53357	|	Intrasporangium	|	53357 85021 85006 1760 201174 1783272 2 131567 
1	|	2767318	|	Boudabousia	|	2767318 2049 2037 1760 201174 1783272 2 131567 
1	|	1985366	|	Gemygorvirus	|	1985366 1910928 2732539 2732424 2732416 2732092 2731342 10239 
