bins	FAGR_M16	FAGR_M17	FAGR_M18	FAGR_M19	FAGR_M20
M_organophilum	0.17273707238197902	0.19338757490250785	0.09745985384103231	0.17000649947687138	0.12125606353634952
M_oryzihabitans	0.24254918653709803	0.3008356079321328	0.1873439238057798	0.2276247444865576	0.19252886033506006
M_oxalidis	0.19398041895816123	0.22796541491253766	0.13375616212474903	0.18290309728721882	0.14437466549493005
M_persicinum	0.09887202690851601	0.1166840652862729	0.058897757769101756	0.08685531285171501	0.07019702774793697
M_phyllostachyos	0.2872643035481358	0.3482142946205233	0.09791396441523473	0.183566842215338	0.1632582693465686
M_planeticum	0.1598895104728482	0.1753680856821435	0.09215510741753706	0.15720317853112922	0.1070637050753361
M_platani	0.12518988765484654	0.16076504614964074	0.09961573999592818	0.12260058172892799	0.10088654577449248
M_podarium	0.12426807269661876	0.133676174512789	0.06941637694593375	0.12293378820761934	0.08811390623670456
M_pseudosasicola	0.32178741634560587	0.3391623158566118	0.0660036109568685	0.19605123357316293	0.18592936414406605
M_radiodurans	0.16625644552633312	0.18872230330370174	0.1063455659562485	0.14239087169961523	0.11876556380811579
M_radiotolerans	0.1824910749357526	0.20476757146936345	0.09254150172993328	0.13503176496678557	0.12752905809589932
M_rhodesianum	0.09195933239977482	0.10136487365453788	0.05737999876057869	0.08586724686859513	0.056681826143214264
M_rhodinum	0.14988122575172205	0.16895373224166832	0.08552948231741674	0.14264970346208158	0.09665978179278269
M_salsuginis	0.1263682730274187	0.14431325302562675	0.07042881054470204	0.11546059533342237	0.08600441829507005
M_segetis	0.11130872155099143	0.12386903292980689	0.06514452703450505	0.10624938887215438	0.0758552476764606
M_soli	0.12405986933197155	0.13578133449255395	0.07222270272384251	0.1411993871974814	0.08952888362091982
M_sp_001	0.18971324498027914	0.2323492040636438	0.12529250490832283	0.1902364751139762	0.14088452939448126
M_sp_002	0.18578488935225865	0.18248148249190438	0.0860508929954075	0.13565106320005543	0.09880937216820349
M_sp_003	0.2045955818971384	0.2116651634785165	0.0779962290241738	0.12274254107151607	0.0909442138749408
M_sp_004	0.29934074571347347	0.3396077363333246	0.08002830210466046	0.12847415501812878	0.09393567283595211
M_sp_005	0.2506090477840081	0.15851909047522333	0.08655855745600695	0.12224816379867878	0.09339752548358987
M_sp_006	0.7735428754279563	0.16248783415012738	0.07519551420470548	0.10952120535015741	0.0802959783064511
M_sp_007	0.10633554959682866	0.0922538559474819	0.05374703112518893	0.09010190699351502	0.05684370183721897
M_sp_008	1.277584537626821	0.1989840340791715	0.09073107910317213	0.10942871196570986	0.07943062594225385
M_sp_009	0.1382980223002213	0.1286526362282272	0.06938874087857046	0.12331298778797405	0.07004750426410679
M_sp_010	0.47986055174821995	0.1619357403910625	0.08477795677390296	0.31624250453725833	0.09405622825820631
M_sp_011	0.14738886453989442	0.15771755013333585	0.09603518482321913	0.12952155804479776	0.09116155897474756
M_sp_012	0.07232220810578098	0.08177774834064913	0.04760625967160207	0.06402394844220723	0.05197084921432973
M_sp_013	0.09030844228574883	0.1089679926310146	0.06309554407468279	0.0794609682361488	0.07389285689021356
M_sp_014	0.15479639999849093	0.16229667261972025	0.05829585053422084	0.12718898678501153	0.06983864236603968
M_sp_015	0.0883924088742777	0.1050594372157473	0.032656706493734144	0.07724826011595645	0.03667572117780137
M_sp_016	0.05172175841082378	0.058453434089760704	0.03073108743033402	0.04267687051743252	0.033364819716886505
M_sp_017	0.18129372331837015	0.19714933724772354	0.11308568323147213	0.15997332566251668	0.13825487724374752
M_sp_018	16.174481349468348	17.94338250401437	1.2675378055446753	11.280116315626843	3.6670067025109385
M_sp_019	0.2553401133124538	0.3081834426184639	0.07633928047764836	0.13921103564767567	0.15685274464033658
M_sp_020	0.3101736828072374	0.38165007932987477	0.08029026245215996	0.2335055734168997	0.17464902359092327
M_sp_021	6.260771032866589	7.084993082727126	0.3627507196340363	6.136563314471972	1.2411497436540053
M_sp_022	3.6166605884691365	4.719607301915757	0.764541081855669	1.2802104342591625	3.58608591391269
M_sp_023	1.1857104468065323	1.9096646619199473	0.5764756403787119	0.9642145193329876	0.892895933341381
M_sp_024	2.2960183563119774	1.456920369520541	0.15324695225363635	0.6490496618049043	4.595104770645863
M_sp_025	0.5435377849721456	0.47355815193154827	0.19573586154180295	0.31762246771352143	0.40021153764046286
M_sp_026	1.7118174541263438	2.211267412840928	0.15274691363188314	0.4088629575141206	3.3433354205446997
M_sp_027	3.546010836798741	3.2090106201633075	0.28451835847838663	1.172472909966848	0.5321372145898858
M_sp_028	0.15614123510635472	0.1690462139195119	0.07379214847230176	0.11189006611416279	0.09697576106041966
M_sp_029	1.8934566724343984	2.6400550952308945	0.23396507006987463	0.8162835474610648	0.6684383960569762
M_sp_030	1.1453986272124326	0.8058073421918233	0.14528899509589746	2.2630124455023584	0.9455973193012823
M_sp_031	0.1045411936420458	0.12867150465081897	0.04730167567890633	0.07590916669025892	0.07397302933932262
M_sp_032	0.20908963499012964	0.22399603431421555	0.04786582104061623	0.1516466636468014	0.1272952929165664
M_sp_033	0.1957281322891274	0.18371653317314862	0.08326900023930033	0.14314554831894338	0.1220275762633611
M_sp_034	0.5699769629318204	0.27035787362993446	0.11629484534581089	0.19056304188944584	0.23987831093181894
M_sp_035	0.1046487180403197	0.10842284513311738	0.056035626291725406	0.10351216562040204	0.06782808971150661
M_sp_036	0.07727640187989382	0.0871076070996103	0.04876662820152091	0.07636793335847047	0.04646213689263136
M_sp_037	0.06154276485536258	0.07190805761148257	0.03753191166945524	0.05525054315583193	0.04157353541022932
M_sp_038	0.15190692553756113	0.17776329379025432	0.09809827435342046	0.15039537102118686	0.11011647755798774
M_sp_039	0.049908029883424444	0.05697806100913181	0.029588982803647232	0.04800994512678492	0.03358831018637676
M_sp_040	0.08421640496884737	0.0950243659547443	0.05324094166208566	0.07555464114019024	0.059352165289149925
M_sp_041	0.09586036045509032	0.1094217156316376	0.05884915143740405	0.0917135706925196	0.07807818973312865
M_sp_042	0.08563165563795616	0.11241148510031408	0.06926308131031975	0.08040430909796333	0.06865521904222693
M_sp_043	0.09697469638520444	0.12274158386680001	0.07369123173523362	0.08810694491762656	0.07765954211050895
M_sp_044	0.21735899780600423	0.2681583683651016	0.18881895819129446	0.21086231464936459	0.18255272536924722
M_sp_045	0.07425744597836009	0.09413584825350788	0.06065421311234821	0.07458577486738611	0.06259649605827323
M_suomiense	0.07082718166230485	0.0795372258821406	0.0410457539933219	0.06932442920314051	0.05187853081851818
M_symbioticum	0.11495296710946301	0.12978255173272535	0.08120001927799944	0.10228771624627085	0.08123916743386635
M_tardum	0.16786960209999746	0.16999668689722464	0.06080439222767933	0.0988312392824766	0.09559415583233516
M_tarhaniae	0.12527481432522955	0.16737766432074092	0.12221457719413142	0.11935150747970938	0.09181268703792182
M_terrae	0.13715315132875158	0.17295449301296736	0.11118321151988203	0.12896323722938413	0.11237376073027708
M_terricola	0.09534320054289933	0.12524165586325298	0.07586695410288186	0.0893826628612232	0.07898471323842926
M_thiocyanatum	0.09854031383500453	0.1123951679236628	0.056992164639509985	0.09734010805613338	0.07399302820637453
M_thuringiense	0.27306800493481426	0.3789300935303634	0.09655387172201906	0.15919151633382728	0.12592102937777838
M_trifolii	0.29047834861461347	0.2691006317811891	0.1272020344051534	0.22501965842755822	0.17596248823399532
M_variabile	0.11622753490737919	0.14590421950846727	0.10271955688761959	0.11548709293960378	0.09917783760622938
M_zatmanii	0.0926055620159786	0.09791961090615421	0.0569546995221773	0.08471193017573915	0.06183688911631635
