bins	ABBA_M11	ABBA_M12	ABBA_M13	ABBA_M14	ABBA_M15
M_nonmethylotrophicum	0.021489338011270568	0.02466706983144205	0.03017249084834688	0.03769799212705002	0.027525700477515305
M_organophilum	0.032557821565581305	0.05575500935290574	0.05996421324625091	0.0885082115341936	0.0495058019720364
M_oryzihabitans	0.03721800984464655	0.042965506722324937	0.05025118973695916	0.0640423742280351	0.04699102009454077
M_oxalidis	0.028350528232347762	0.046768942715472404	0.05563559439183722	0.07544053189042889	0.04217660461352908
M_persicinum	0.015460142111596131	0.0245285442012516	0.03264712014115172	0.03994809058765347	0.020224259132757695
M_phyllostachyos	0.035310453153641716	0.06634097228849123	0.054000085784880116	0.07221391158105857	0.03436715197190512
M_planeticum	0.03016813401705678	0.05125049568815131	0.05502980936642119	0.07963296100700006	0.044756768164311476
M_platani	0.02475636719823346	0.027859063852081967	0.03188688888920527	0.04083022370794531	0.030287775007866013
M_podarium	0.025754596178006985	0.04368234595589352	0.04747369872829783	0.07285321606522296	0.038340491213664944
M_pseudosasicola	0.029592666593331433	0.16229861844889548	0.12824462764618583	0.1917096999873051	0.05277711917282529
M_radiodurans	0.03000941387567366	0.045765335456193885	0.05804236514826177	0.07691524533390376	0.041830822816057565
M_radiotolerans	0.03444342821030539	0.06827271923479986	0.08587469978011657	0.11084632655516437	0.04413192426269475
M_rhodesianum	0.018733141309825296	0.030553471047968902	0.03276377237489613	0.05046388900895421	0.027623472139840052
M_rhodinum	0.027387073825011737	0.04809145450637378	0.05194250741853485	0.07813037013688727	0.041998285625707774
M_salsuginis	0.02272223101924143	0.04056277380722281	0.04382700013693296	0.06348561443171975	0.03696889405314614
M_segetis	0.02357619300214293	0.040083539609501395	0.04328934167965332	0.06595058899292937	0.0352525404114444
M_soli	0.022377520345901	0.035751927793391994	0.03948665379590848	0.055896644853564416	0.03222267264026281
M_sp_001	0.02055774892347686	0.0331302549214571	0.03280024439458829	0.046662632339864146	0.02737024807218202
M_sp_002	0.02607828824997159	0.04224694472647238	0.04472857245758279	0.06262282771705754	0.03489941105501956
M_sp_003	0.020782831353177836	0.04054143808830762	0.03714411188801037	0.05461309388786156	0.028562873490838418
M_sp_004	0.022082450385709745	0.03988653675092794	0.03940594248636458	0.05640691482372503	0.02989539210837938
M_sp_005	0.023452491253524305	0.03672422771251455	0.03939411445368066	0.054895319062939	0.031764687648009736
M_sp_006	0.01891926569903174	0.032655527285927986	0.03125997521452579	0.04693768737755913	0.02531142228564633
M_sp_007	0.016880120743992318	0.02625947832894229	0.02848439273281137	0.041042321024579574	0.023955429384654493
M_sp_008	0.020313324753071054	0.032654677474973456	0.031320887557674024	0.04553825695474744	0.025981132746460443
M_sp_009	0.01516546613852826	0.02486103475658176	0.024197948529999107	0.03385104053603229	0.019536234335574634
M_sp_010	0.01775876310743142	0.04761828782870364	0.029591947521857336	0.04184694657552536	0.022282083221460754
M_sp_011	0.022302865709220195	0.034925427497065925	0.035727509206933634	0.0533670641054012	0.030030059766496493
M_sp_012	0.014251852030258692	0.019842966299170876	0.019970415685707805	0.029155201239570726	0.018461294524493365
M_sp_013	0.01718129448995993	0.023130116740625904	0.023418865382896347	0.033791093894327426	0.02267073415682074
M_sp_014	0.0185028522378565	0.038468247756017385	0.033438902573346786	0.04599510880686039	0.025466146371820146
M_sp_015	0.01168939985930499	0.028207052995752394	0.022996407621127174	0.032642379957850486	0.016370174090586265
M_sp_016	0.011013635300949494	0.01542644252886566	0.016379329849091608	0.022126443283030536	0.014566694570767062
M_sp_017	0.028775883957656734	0.042306917332440595	0.046894822602641675	0.06590477566675747	0.03759627600400115
M_sp_018	0.32720268179529577	0.9142491316503147	0.8035382542122352	0.8437655431582781	0.32681243449067154
M_sp_019	0.038687327225878095	0.0742238018713368	0.07249995112471799	0.09437199172639227	0.04383041450149167
M_sp_020	0.037871197456661496	0.10024991600717854	0.07286960129414705	0.09660654055986446	0.0496254099507282
M_sp_021	0.10485246151929382	0.9630681724068149	0.8093347535167905	0.8595261398016496	0.12242082225165334
M_sp_022	0.6676788603355001	0.4774254758522599	0.8484005035736025	0.8407899215658006	0.9037752092626804
M_sp_023	0.3697428676232213	0.2808193134135378	0.2511835294217247	0.26177906078713375	0.5737275370983725
M_sp_024	0.11542289351343801	0.7090926794229733	0.9288480616133602	0.9658487998563419	0.3549491410443145
M_sp_025	0.4317782541761691	0.34837510561531476	0.2252223294301064	0.34418390723187703	0.6624086874656309
M_sp_026	0.2901941167407685	0.30118536064320384	0.8369841281187828	0.8171423374222295	0.7952535383860072
M_sp_027	0.1170514707880707	0.2957031249386344	0.11474498679057983	0.1789506079066749	0.18484987824271745
M_sp_028	0.030361237787013756	0.06264200849692994	0.08012396442023739	0.10731615511729928	0.04077229845488331
M_sp_029	0.12525767468394947	0.5425303250669883	0.2981611755619242	0.8160460940113637	0.36537497518046086
M_sp_030	0.042849712747732305	0.39911507535112106	0.18745866627371077	0.48690508857468895	0.09078151899166828
M_sp_031	0.02471429784744307	0.04720966590227775	0.05448158388932404	0.07569479177479782	0.029408841117203155
M_sp_032	0.02456231485587159	0.07805570423688371	0.08820908437334528	0.11377717061585002	0.0442512304675386
M_sp_033	0.02591675128581663	0.052357559016456875	0.06390426935073727	0.0817822953071215	0.03736616368517995
M_sp_034	0.031273845243483527	0.14063572497013535	0.2709996232667107	0.15532353264683305	0.042530237349637234
M_sp_035	0.021806306245630805	0.03720227724343676	0.04109587703994273	0.06011409643204141	0.031084572032962752
M_sp_036	0.01712933060394076	0.02951374056265433	0.029991991807265698	0.0499642498176418	0.026323373784389377
M_sp_037	0.0151677208567058	0.023488386377537716	0.026052170177425386	0.04045136277218939	0.023110466880459375
M_sp_038	0.025738743132557772	0.039792434696541534	0.04627436776497927	0.06886018389683417	0.03770082337584095
M_sp_039	0.012702514421806527	0.02030326116424559	0.022591017814062506	0.03422884086767628	0.01928781498906997
M_sp_040	0.017355139282248234	0.030852410145295602	0.03377300281504199	0.0482432687777517	0.026346414116572958
M_sp_041	0.022778238102248112	0.033566822990052786	0.03709717987003428	0.05549797059998738	0.03141872936426153
M_sp_042	0.01961956159951156	0.020807448195543376	0.026000636103656653	0.03251054513276479	0.024723452926648373
M_sp_043	0.023119462145149705	0.025035219270431876	0.03036598847886225	0.03826103543508733	0.028518094459023292
M_sp_044	0.02845680348712845	0.03214181161363702	0.037473964476009834	0.046275150978573806	0.03399795140897179
M_sp_045	0.018702351929275055	0.019734148538362858	0.025452741144053444	0.030627019832515347	0.02351085377510315
M_suomiense	0.01577565201696598	0.025077159101164155	0.025103149535240503	0.03942875191769696	0.02295623138705893
M_symbioticum	0.02175107727336055	0.037013429955806997	0.04484141624868882	0.06154550668816635	0.03176807053379169
M_tardum	0.029562779656820803	0.07243622277157431	0.07446165720672669	0.0933850808433485	0.03645330527511496
M_tarhaniae	0.018874299069080596	0.020358703111359074	0.024253098495743655	0.030954230046928558	0.024183208746822577
M_terrae	0.02704852514367886	0.03164585923512122	0.036409841008051336	0.04697841953091355	0.03516947598634495
M_terricola	0.020097842285105208	0.022640491901535865	0.0258543989845151	0.03397032724468306	0.024737330031195374
M_thiocyanatum	0.022706628162059237	0.03641410655536325	0.03919800266609814	0.060374795883807085	0.03203797163855615
M_thuringiense	0.02840576951834582	0.06990030961541076	0.050804668701314594	0.07669629990891665	0.04125493651354695
M_trifolii	0.03922582594447608	0.1595100306400319	0.09853094410808842	0.13342281307256382	0.05428282570044043
M_variabile	0.02335963967069796	0.026593626844838958	0.03137815768586548	0.03955498085518384	0.02976191533119173
M_zatmanii	0.019251589190131698	0.03090002447652732	0.033519147915955824	0.04876248876712561	0.029675812349709976
